"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.84,0.19,0.01,"2018-11-28 12:10:01 AM",1.04
"12:20:01","AM",0.85,0.19,0,"2018-11-28 12:20:01 AM",1.04
"12:30:01","AM",0.98,0.19,0.01,"2018-11-28 12:30:01 AM",1.18
"12:40:01","AM",0.78,0.18,0.01,"2018-11-28 12:40:01 AM",0.97
"12:50:01","AM",0.63,0.18,0,"2018-11-28 12:50:01 AM",0.81
"01:00:01","AM",0.75,0.18,0,"2018-11-28 01:00:01 AM",0.93
"01:10:01","AM",0.63,0.18,0,"2018-11-28 01:10:01 AM",0.81
"01:20:01","AM",0.62,0.18,0,"2018-11-28 01:20:01 AM",0.8
"01:30:01","AM",0.72,0.19,0,"2018-11-28 01:30:01 AM",0.91
"01:40:01","AM",0.57,0.17,0,"2018-11-28 01:40:01 AM",0.74
"01:50:01","AM",0.66,0.18,0,"2018-11-28 01:50:01 AM",0.84
"02:00:01","AM",0.62,0.18,0.01,"2018-11-28 02:00:01 AM",0.81
"02:10:01","AM",0.99,0.2,0.01,"2018-11-28 02:10:01 AM",1.2
"02:20:01","AM",0.63,0.17,0,"2018-11-28 02:20:01 AM",0.8
"02:30:01","AM",0.71,0.18,0,"2018-11-28 02:30:01 AM",0.89
"02:40:01","AM",0.63,0.17,0.01,"2018-11-28 02:40:01 AM",0.81
"02:50:01","AM",0.57,0.17,0,"2018-11-28 02:50:01 AM",0.74
"03:00:01","AM",0.64,0.17,0.01,"2018-11-28 03:00:01 AM",0.82
"03:10:01","AM",0.62,0.18,0.01,"2018-11-28 03:10:01 AM",0.81
"03:20:01","AM",0.72,0.18,0,"2018-11-28 03:20:01 AM",0.9
"03:30:01","AM",0.58,0.17,0,"2018-11-28 03:30:01 AM",0.75
"03:40:01","AM",0.69,0.18,0,"2018-11-28 03:40:01 AM",0.87
"03:50:01","AM",0.62,0.17,0,"2018-11-28 03:50:01 AM",0.79
"04:00:01","AM",0.63,0.18,0,"2018-11-28 04:00:01 AM",0.81
"04:10:01","AM",0.74,0.18,0,"2018-11-28 04:10:01 AM",0.92
"04:20:01","AM",0.66,0.17,0,"2018-11-28 04:20:01 AM",0.83
"04:30:01","AM",0.59,0.17,0,"2018-11-28 04:30:01 AM",0.76
"04:40:01","AM",0.56,0.17,0,"2018-11-28 04:40:01 AM",0.73
"04:50:01","AM",0.69,0.17,0,"2018-11-28 04:50:01 AM",0.86
"05:00:01","AM",0.72,0.18,0,"2018-11-28 05:00:01 AM",0.9
"05:10:01","AM",0.72,0.18,0.01,"2018-11-28 05:10:01 AM",0.91
"05:20:01","AM",1.01,0.21,0.01,"2018-11-28 05:20:01 AM",1.23
"05:30:01","AM",0.73,0.18,0,"2018-11-28 05:30:01 AM",0.91
"05:40:02","AM",0.71,0.18,0.01,"2018-11-28 05:40:02 AM",0.9
"05:50:01","AM",0.72,0.18,0,"2018-11-28 05:50:01 AM",0.9
"06:00:01","AM",0.69,0.18,0,"2018-11-28 06:00:01 AM",0.87
"06:10:01","AM",0.89,0.19,0,"2018-11-28 06:10:01 AM",1.08
"06:20:01","AM",0.63,0.18,0,"2018-11-28 06:20:01 AM",0.81
"06:30:01","AM",0.81,0.19,0.01,"2018-11-28 06:30:01 AM",1.01
"06:40:01","AM",0.83,0.19,0.01,"2018-11-28 06:40:01 AM",1.03
"06:50:01","AM",0.84,0.19,0.01,"2018-11-28 06:50:01 AM",1.04
"07:00:01","AM",0.87,0.19,0.01,"2018-11-28 07:00:01 AM",1.07
"07:10:01","AM",0.8,0.19,0.01,"2018-11-28 07:10:01 AM",1
