"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.73,0.19,0.01,"2018-11-25 12:10:01 AM",0.93
"12:20:01","AM",0.7,0.18,0,"2018-11-25 12:20:01 AM",0.88
"12:30:01","AM",0.62,0.18,0,"2018-11-25 12:30:01 AM",0.8
"12:40:01","AM",0.63,0.18,0,"2018-11-25 12:40:01 AM",0.81
"12:50:01","AM",0.73,0.18,0,"2018-11-25 12:50:01 AM",0.91
"01:00:01","AM",0.71,0.18,0.01,"2018-11-25 01:00:01 AM",0.9
"01:10:01","AM",0.97,0.19,0,"2018-11-25 01:10:01 AM",1.16
"01:20:01","AM",0.56,0.16,0,"2018-11-25 01:20:01 AM",0.72
"01:30:01","AM",0.57,0.16,0,"2018-11-25 01:30:01 AM",0.73
"01:40:01","AM",0.49,0.16,0,"2018-11-25 01:40:01 AM",0.65
"01:50:01","AM",0.46,0.16,0.01,"2018-11-25 01:50:01 AM",0.63
"02:00:01","AM",0.54,0.16,0,"2018-11-25 02:00:01 AM",0.7
"02:10:01","AM",0.54,0.16,0,"2018-11-25 02:10:01 AM",0.7
"02:20:01","AM",0.66,0.17,0,"2018-11-25 02:20:01 AM",0.83
"02:30:01","AM",0.55,0.16,0,"2018-11-25 02:30:01 AM",0.71
"02:40:01","AM",0.7,0.17,0,"2018-11-25 02:40:01 AM",0.87
"02:50:01","AM",0.49,0.16,0,"2018-11-25 02:50:01 AM",0.65
"03:00:02","AM",0.52,0.16,0,"2018-11-25 03:00:02 AM",0.68
"03:10:01","AM",0.54,0.16,0.01,"2018-11-25 03:10:01 AM",0.71
"03:20:01","AM",0.45,0.16,0.01,"2018-11-25 03:20:01 AM",0.62
"03:30:01","AM",0.54,0.16,0,"2018-11-25 03:30:01 AM",0.7
"03:40:01","AM",0.53,0.17,0,"2018-11-25 03:40:01 AM",0.7
"03:50:01","AM",0.53,0.17,0,"2018-11-25 03:50:01 AM",0.7
"04:00:01","AM",0.6,0.17,0,"2018-11-25 04:00:01 AM",0.77
"04:10:01","AM",1.01,0.2,0.01,"2018-11-25 04:10:01 AM",1.22
"04:20:01","AM",0.86,0.17,0.01,"2018-11-25 04:20:01 AM",1.04
"04:30:01","AM",0.89,0.19,0.01,"2018-11-25 04:30:01 AM",1.09
"04:40:01","AM",0.56,0.17,0,"2018-11-25 04:40:01 AM",0.73
"04:50:01","AM",0.6,0.17,0.01,"2018-11-25 04:50:01 AM",0.78
"05:00:01","AM",0.55,0.16,0.01,"2018-11-25 05:00:01 AM",0.72
"05:10:01","AM",0.74,0.18,0,"2018-11-25 05:10:01 AM",0.92
"05:20:01","AM",0.59,0.17,0.01,"2018-11-25 05:20:01 AM",0.77
"05:30:01","AM",0.54,0.16,0.01,"2018-11-25 05:30:01 AM",0.71
"05:40:01","AM",0.71,0.18,0.01,"2018-11-25 05:40:01 AM",0.9
"05:50:01","AM",0.59,0.17,0.01,"2018-11-25 05:50:01 AM",0.77
"06:00:01","AM",0.74,0.18,0.01,"2018-11-25 06:00:01 AM",0.93
"06:10:01","AM",1.02,0.2,0.01,"2018-11-25 06:10:01 AM",1.23
"06:20:01","AM",0.86,0.19,0.01,"2018-11-25 06:20:01 AM",1.06
"06:30:01","AM",0.6,0.17,0.01,"2018-11-25 06:30:01 AM",0.78
"06:40:01","AM",0.69,0.17,0.01,"2018-11-25 06:40:01 AM",0.87
"06:50:01","AM",0.69,0.18,0.01,"2018-11-25 06:50:01 AM",0.88
"07:00:01","AM",0.66,0.17,0.01,"2018-11-25 07:00:01 AM",0.84
"07:10:01","AM",0.53,0.17,0.01,"2018-11-25 07:10:01 AM",0.71
"07:20:01","AM",0.73,0.18,0.01,"2018-11-25 07:20:01 AM",0.92
"07:30:01","AM",1.25,0.22,0.01,"2018-11-25 07:30:01 AM",1.48
"07:40:01","AM",0.69,0.17,0.01,"2018-11-25 07:40:01 AM",0.87
"07:50:01","AM",0.76,0.17,0.01,"2018-11-25 07:50:01 AM",0.94
"08:00:01","AM",0.62,0.16,0,"2018-11-25 08:00:01 AM",0.78
"08:10:01","AM",0.84,0.18,0.01,"2018-11-25 08:10:01 AM",1.03
"08:20:01","AM",0.77,0.17,0,"2018-11-25 08:20:01 AM",0.94
"08:30:01","AM",0.64,0.17,0.01,"2018-11-25 08:30:01 AM",0.82
"08:40:01","AM",0.94,0.19,0.01,"2018-11-25 08:40:01 AM",1.14
"08:50:01","AM",0.78,0.18,0.01,"2018-11-25 08:50:01 AM",0.97
"09:00:01","AM",0.73,0.18,0.01,"2018-11-25 09:00:01 AM",0.92
"09:10:01","AM",0.86,0.18,0.01,"2018-11-25 09:10:01 AM",1.05
"09:20:01","AM",0.78,0.18,0.01,"2018-11-25 09:20:01 AM",0.97
"09:30:01","AM",0.75,0.19,0.01,"2018-11-25 09:30:01 AM",0.95
"09:40:01","AM",0.81,0.19,0.01,"2018-11-25 09:40:01 AM",1.01
"09:50:01","AM",0.91,0.2,0.01,"2018-11-25 09:50:01 AM",1.12
"10:00:01","AM",0.79,0.19,0.01,"2018-11-25 10:00:01 AM",0.99
"10:10:01","AM",0.82,0.2,0.01,"2018-11-25 10:10:01 AM",1.03
"10:20:01","AM",1.04,0.19,0.01,"2018-11-25 10:20:01 AM",1.24
"10:30:01","AM",1.11,0.21,0.01,"2018-11-25 10:30:01 AM",1.33
"10:40:01","AM",0.99,0.21,0.01,"2018-11-25 10:40:01 AM",1.21
"10:50:01","AM",0.89,0.19,0.01,"2018-11-25 10:50:01 AM",1.09
"11:00:01","AM",0.97,0.21,0.01,"2018-11-25 11:00:01 AM",1.19
"11:10:01","AM",1.28,0.23,0.01,"2018-11-25 11:10:01 AM",1.52
"11:20:01","AM",0.85,0.19,0.01,"2018-11-25 11:20:01 AM",1.05
"11:30:01","AM",0.88,0.19,0.01,"2018-11-25 11:30:01 AM",1.08
"11:40:01","AM",0.88,0.19,0.01,"2018-11-25 11:40:01 AM",1.08
"11:50:01","AM",1.01,0.2,0.01,"2018-11-25 11:50:01 AM",1.22
"12:00:01","PM",1.19,0.2,0.01,"2018-11-25 12:00:01 PM",1.4
