"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.84,0.2,0.01,"2018-11-27 12:10:01 AM",1.05
"12:20:01","AM",0.89,0.2,0.01,"2018-11-27 12:20:01 AM",1.1
"12:30:01","AM",0.69,0.18,0.01,"2018-11-27 12:30:01 AM",0.88
"12:40:01","AM",0.72,0.19,0.01,"2018-11-27 12:40:01 AM",0.92
"12:50:01","AM",0.85,0.2,0.01,"2018-11-27 12:50:01 AM",1.06
"01:00:01","AM",0.69,0.18,0.01,"2018-11-27 01:00:01 AM",0.88
"01:10:01","AM",0.79,0.19,0.01,"2018-11-27 01:10:01 AM",0.99
"01:20:01","AM",0.72,0.18,0.01,"2018-11-27 01:20:01 AM",0.91
"01:30:01","AM",0.61,0.18,0.01,"2018-11-27 01:30:01 AM",0.8
"01:40:01","AM",0.89,0.2,0.01,"2018-11-27 01:40:01 AM",1.1
"01:50:01","AM",0.96,0.2,0.01,"2018-11-27 01:50:01 AM",1.17
"02:00:01","AM",0.6,0.17,0.01,"2018-11-27 02:00:01 AM",0.78
"02:10:01","AM",0.61,0.18,0.01,"2018-11-27 02:10:01 AM",0.8
"02:20:01","AM",0.63,0.17,0.01,"2018-11-27 02:20:01 AM",0.81
"02:30:01","AM",0.54,0.16,0.01,"2018-11-27 02:30:01 AM",0.71
"02:40:01","AM",0.74,0.18,0.01,"2018-11-27 02:40:01 AM",0.93
"02:50:01","AM",0.61,0.17,0.01,"2018-11-27 02:50:01 AM",0.79
"03:00:01","AM",0.63,0.17,0.01,"2018-11-27 03:00:01 AM",0.81
"03:10:01","AM",0.82,0.18,0.01,"2018-11-27 03:10:01 AM",1.01
"03:20:01","AM",0.54,0.19,0.12,"2018-11-27 03:20:01 AM",0.85
"03:30:01","AM",0.51,0.17,0.02,"2018-11-27 03:30:01 AM",0.7
"03:40:01","AM",0.49,0.17,0.01,"2018-11-27 03:40:01 AM",0.67
"03:50:01","AM",0.63,0.17,0.01,"2018-11-27 03:50:01 AM",0.81
"04:00:01","AM",0.6,0.17,0,"2018-11-27 04:00:01 AM",0.77
"04:10:01","AM",0.57,0.17,0,"2018-11-27 04:10:01 AM",0.74
"04:20:01","AM",0.53,0.17,0.02,"2018-11-27 04:20:01 AM",0.72
