"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.72,0.18,0.01,"2018-11-23 12:10:01 AM",0.91
"12:20:01","AM",0.78,0.18,0.01,"2018-11-23 12:20:01 AM",0.97
"12:30:01","AM",0.72,0.18,0.01,"2018-11-23 12:30:01 AM",0.91
"12:40:01","AM",0.8,0.19,0.01,"2018-11-23 12:40:01 AM",1
"12:50:01","AM",0.71,0.18,0.01,"2018-11-23 12:50:01 AM",0.9
"01:00:01","AM",0.61,0.17,0,"2018-11-23 01:00:01 AM",0.78
"01:10:01","AM",0.63,0.18,0.01,"2018-11-23 01:10:01 AM",0.82
"01:20:01","AM",0.74,0.19,0.01,"2018-11-23 01:20:01 AM",0.94
"01:30:01","AM",0.72,0.18,0.01,"2018-11-23 01:30:01 AM",0.91
"01:40:01","AM",0.63,0.18,0.01,"2018-11-23 01:40:01 AM",0.82
"01:50:01","AM",0.73,0.18,0.02,"2018-11-23 01:50:01 AM",0.93
"02:00:01","AM",0.79,0.19,0.01,"2018-11-23 02:00:01 AM",0.99
"02:10:01","AM",0.74,0.19,0.02,"2018-11-23 02:10:01 AM",0.95
"02:20:01","AM",0.69,0.18,0.02,"2018-11-23 02:20:01 AM",0.89
"02:30:01","AM",0.68,0.18,0.01,"2018-11-23 02:30:01 AM",0.87
"02:40:01","AM",0.87,0.2,0.01,"2018-11-23 02:40:01 AM",1.08
"02:50:01","AM",0.69,0.18,0.01,"2018-11-23 02:50:01 AM",0.88
"03:00:01","AM",0.6,0.18,0.01,"2018-11-23 03:00:01 AM",0.79
"03:10:01","AM",0.62,0.18,0.01,"2018-11-23 03:10:01 AM",0.81
"03:20:01","AM",0.77,0.19,0.01,"2018-11-23 03:20:01 AM",0.97
"03:30:01","AM",0.58,0.17,0.01,"2018-11-23 03:30:01 AM",0.76
"03:40:01","AM",0.7,0.18,0.01,"2018-11-23 03:40:01 AM",0.89
"03:50:01","AM",0.62,0.18,0.02,"2018-11-23 03:50:01 AM",0.82
"04:00:01","AM",0.59,0.18,0.02,"2018-11-23 04:00:01 AM",0.79
"04:10:01","AM",0.68,0.18,0.01,"2018-11-23 04:10:01 AM",0.87
"04:20:01","AM",0.64,0.17,0.03,"2018-11-23 04:20:01 AM",0.84
"04:30:01","AM",0.73,0.19,0.01,"2018-11-23 04:30:01 AM",0.93
"04:40:01","AM",0.7,0.19,0.01,"2018-11-23 04:40:01 AM",0.9
"04:50:01","AM",0.9,0.2,0.01,"2018-11-23 04:50:01 AM",1.11
"05:00:01","AM",0.72,0.19,0.01,"2018-11-23 05:00:01 AM",0.92
"05:10:01","AM",0.77,0.18,0.01,"2018-11-23 05:10:01 AM",0.96
"05:20:01","AM",0.79,0.19,0,"2018-11-23 05:20:01 AM",0.98
"05:30:01","AM",0.67,0.18,0.01,"2018-11-23 05:30:01 AM",0.86
"05:40:01","AM",0.74,0.19,0,"2018-11-23 05:40:01 AM",0.93
"05:50:01","AM",0.71,0.18,0,"2018-11-23 05:50:01 AM",0.89
"06:00:01","AM",0.85,0.19,0.01,"2018-11-23 06:00:01 AM",1.05
"06:10:01","AM",0.75,0.18,0.01,"2018-11-23 06:10:01 AM",0.94
"06:20:01","AM",0.84,0.19,0,"2018-11-23 06:20:01 AM",1.03
"06:30:01","AM",0.76,0.18,0,"2018-11-23 06:30:01 AM",0.94
"06:40:01","AM",0.75,0.19,0.01,"2018-11-23 06:40:01 AM",0.95
"06:50:01","AM",0.85,0.19,0.01,"2018-11-23 06:50:01 AM",1.05
"07:00:01","AM",0.85,0.19,0.01,"2018-11-23 07:00:01 AM",1.05
"07:10:01","AM",1,0.21,0.01,"2018-11-23 07:10:01 AM",1.22
"07:20:01","AM",0.89,0.2,0.01,"2018-11-23 07:20:01 AM",1.1
"07:30:01","AM",0.99,0.2,0.01,"2018-11-23 07:30:01 AM",1.2
"07:40:01","AM",1,0.21,0.01,"2018-11-23 07:40:01 AM",1.22
"07:50:01","AM",1.16,0.21,0.01,"2018-11-23 07:50:01 AM",1.38
"08:00:01","AM",1.43,0.25,0.02,"2018-11-23 08:00:01 AM",1.7
