"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.74,0.05,0,"2018-11-23 12:10:01 AM",0.79
"12:20:01","AM",0.88,0.06,0,"2018-11-23 12:20:01 AM",0.94
"12:30:01","AM",0.72,0.05,0,"2018-11-23 12:30:01 AM",0.77
"12:40:01","AM",0.51,0.04,0,"2018-11-23 12:40:01 AM",0.55
"12:50:01","AM",0.66,0.05,0,"2018-11-23 12:50:01 AM",0.71
"01:00:01","AM",0.51,0.04,0,"2018-11-23 01:00:01 AM",0.55
"01:10:01","AM",0.49,0.04,0,"2018-11-23 01:10:01 AM",0.53
"01:20:01","AM",0.51,0.04,0,"2018-11-23 01:20:01 AM",0.55
"01:30:01","AM",0.48,0.04,0,"2018-11-23 01:30:01 AM",0.52
"01:40:01","AM",0.53,0.04,0,"2018-11-23 01:40:01 AM",0.57
"01:50:01","AM",0.64,0.04,0,"2018-11-23 01:50:01 AM",0.68
"02:00:01","AM",0.55,0.04,0,"2018-11-23 02:00:01 AM",0.59
"02:10:01","AM",0.57,0.04,0,"2018-11-23 02:10:01 AM",0.61
"02:20:01","AM",0.84,0.06,0,"2018-11-23 02:20:01 AM",0.9
"02:30:01","AM",0.52,0.04,0,"2018-11-23 02:30:01 AM",0.56
"02:40:01","AM",0.51,0.04,0,"2018-11-23 02:40:01 AM",0.55
"02:50:01","AM",0.65,0.05,0,"2018-11-23 02:50:01 AM",0.7
"03:00:01","AM",0.52,0.04,0,"2018-11-23 03:00:01 AM",0.56
"03:10:01","AM",0.48,0.03,0,"2018-11-23 03:10:01 AM",0.51
"03:20:01","AM",0.56,0.04,0,"2018-11-23 03:20:01 AM",0.6
"03:30:01","AM",0.54,0.04,0,"2018-11-23 03:30:01 AM",0.58
"03:40:01","AM",0.46,0.04,0,"2018-11-23 03:40:01 AM",0.5
"03:50:01","AM",0.65,0.05,0,"2018-11-23 03:50:01 AM",0.7
"04:00:01","AM",0.4,0.03,0,"2018-11-23 04:00:01 AM",0.43
"04:10:01","AM",0.65,0.05,0,"2018-11-23 04:10:01 AM",0.7
"04:20:01","AM",0.47,0.04,0,"2018-11-23 04:20:01 AM",0.51
"04:30:01","AM",0.51,0.04,0,"2018-11-23 04:30:01 AM",0.55
"04:40:01","AM",0.48,0.04,0,"2018-11-23 04:40:01 AM",0.52
"04:50:01","AM",0.51,0.04,0,"2018-11-23 04:50:01 AM",0.55
"05:00:01","AM",0.56,0.04,0,"2018-11-23 05:00:01 AM",0.6
"05:10:01","AM",0.61,0.05,0,"2018-11-23 05:10:01 AM",0.66
"05:20:01","AM",0.63,0.05,0,"2018-11-23 05:20:01 AM",0.68
"05:30:01","AM",0.56,0.04,0,"2018-11-23 05:30:01 AM",0.6
"05:40:01","AM",0.53,0.04,0,"2018-11-23 05:40:01 AM",0.57
"05:50:01","AM",0.48,0.04,0,"2018-11-23 05:50:01 AM",0.52
"06:00:01","AM",0.51,0.04,0,"2018-11-23 06:00:01 AM",0.55
"06:10:01","AM",0.62,0.05,0,"2018-11-23 06:10:01 AM",0.67
"06:20:01","AM",0.54,0.04,0,"2018-11-23 06:20:01 AM",0.58
"06:30:01","AM",0.46,0.04,0,"2018-11-23 06:30:01 AM",0.5
"06:40:01","AM",0.65,0.05,0,"2018-11-23 06:40:01 AM",0.7
"06:50:01","AM",0.64,0.05,0,"2018-11-23 06:50:01 AM",0.69
"07:00:01","AM",0.6,0.05,0,"2018-11-23 07:00:01 AM",0.65
"07:10:01","AM",0.78,0.06,0,"2018-11-23 07:10:01 AM",0.84
"07:20:01","AM",0.7,0.05,0,"2018-11-23 07:20:01 AM",0.75
"07:30:01","AM",0.54,0.05,0,"2018-11-23 07:30:01 AM",0.59
"07:40:01","AM",0.67,0.06,0,"2018-11-23 07:40:01 AM",0.73
"07:50:01","AM",0.84,0.07,0.01,"2018-11-23 07:50:01 AM",0.92
"08:00:01","AM",0.89,0.08,0.01,"2018-11-23 08:00:01 AM",0.98
"08:10:01","AM",1.07,0.1,0.01,"2018-11-23 08:10:01 AM",1.18
"08:20:01","AM",1.08,0.1,0.01,"2018-11-23 08:20:01 AM",1.19
"08:30:01","AM",1.12,0.1,0.01,"2018-11-23 08:30:01 AM",1.23
"08:40:01","AM",1.41,0.11,0.02,"2018-11-23 08:40:01 AM",1.54
"08:50:01","AM",1.4,0.13,0.01,"2018-11-23 08:50:01 AM",1.54
"09:00:01","AM",1.38,0.12,0.01,"2018-11-23 09:00:01 AM",1.51
"09:10:01","AM",1.59,0.13,0.02,"2018-11-23 09:10:01 AM",1.74
"09:20:01","AM",1.62,0.14,0.02,"2018-11-23 09:20:01 AM",1.78
"09:30:01","AM",1.89,0.16,0.02,"2018-11-23 09:30:01 AM",2.07
"09:40:01","AM",1.52,0.15,0.02,"2018-11-23 09:40:01 AM",1.69
"09:50:01","AM",1.36,0.13,0.02,"2018-11-23 09:50:01 AM",1.51
"10:00:01","AM",1.67,0.15,0.02,"2018-11-23 10:00:01 AM",1.84
"10:10:01","AM",1.38,0.13,0.02,"2018-11-23 10:10:01 AM",1.53
"10:20:01","AM",1.69,0.14,0.02,"2018-11-23 10:20:01 AM",1.85
"10:30:01","AM",1.61,0.15,0.02,"2018-11-23 10:30:01 AM",1.78
"10:40:01","AM",1.61,0.16,0.03,"2018-11-23 10:40:01 AM",1.8
"10:50:01","AM",1.61,0.15,0.03,"2018-11-23 10:50:01 AM",1.79
"11:00:01","AM",1.65,0.15,0.02,"2018-11-23 11:00:01 AM",1.82
"11:10:01","AM",1.6,0.15,0.02,"2018-11-23 11:10:01 AM",1.77
"11:20:01","AM",1.72,0.16,0.02,"2018-11-23 11:20:01 AM",1.9
"11:30:01","AM",1.63,0.15,0.02,"2018-11-23 11:30:01 AM",1.8
"11:40:01","AM",1.51,0.13,0.02,"2018-11-23 11:40:01 AM",1.66
"11:50:01","AM",1.4,0.13,0.02,"2018-11-23 11:50:01 AM",1.55
"12:00:01","PM",1.31,0.12,0.02,"2018-11-23 12:00:01 PM",1.45
"12:10:01","PM",1.17,0.11,0.02,"2018-11-23 12:10:01 PM",1.3
"12:20:01","PM",1.15,0.09,0.02,"2018-11-23 12:20:01 PM",1.26
"12:30:01","PM",1.19,0.1,0.02,"2018-11-23 12:30:01 PM",1.31
"12:40:02","PM",1.28,0.1,0.01,"2018-11-23 12:40:02 PM",1.39
"12:50:01","PM",1.31,0.11,0.02,"2018-11-23 12:50:01 PM",1.44
"01:00:01","PM",1.31,0.12,0.01,"2018-11-23 01:00:01 PM",1.44
"01:10:01","PM",1.43,0.12,0.01,"2018-11-23 01:10:01 PM",1.56
"01:20:01","PM",1.52,0.14,0.02,"2018-11-23 01:20:01 PM",1.68
"01:30:01","PM",1.43,0.14,0.02,"2018-11-23 01:30:01 PM",1.59
"01:40:01","PM",1.6,0.15,0.02,"2018-11-23 01:40:01 PM",1.77
"01:50:01","PM",1.47,0.14,0.02,"2018-11-23 01:50:01 PM",1.63
"02:00:01","PM",1.59,0.14,0.02,"2018-11-23 02:00:01 PM",1.75
"02:10:01","PM",1.72,0.15,0.02,"2018-11-23 02:10:01 PM",1.89
"02:20:01","PM",1.67,0.16,0.02,"2018-11-23 02:20:01 PM",1.85
"02:30:01","PM",1.81,0.14,0.02,"2018-11-23 02:30:01 PM",1.97
"02:40:01","PM",1.68,0.15,0.02,"2018-11-23 02:40:01 PM",1.85
"02:50:01","PM",1.67,0.14,0.02,"2018-11-23 02:50:01 PM",1.83
