"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:02","AM",0.64,0.04,0.01,"2018-11-26 12:10:02 AM",0.69
"12:20:01","AM",0.65,0.05,0.01,"2018-11-26 12:20:01 AM",0.71
"12:30:01","AM",0.81,0.06,0,"2018-11-26 12:30:01 AM",0.87
"12:40:01","AM",0.77,0.05,0,"2018-11-26 12:40:01 AM",0.82
"12:50:01","AM",0.56,0.04,0.01,"2018-11-26 12:50:01 AM",0.61
"01:00:01","AM",0.92,0.06,0.01,"2018-11-26 01:00:01 AM",0.99
"01:10:01","AM",0.7,0.05,0,"2018-11-26 01:10:01 AM",0.75
"01:20:01","AM",0.47,0.04,0,"2018-11-26 01:20:01 AM",0.51
"01:30:01","AM",0.49,0.03,0,"2018-11-26 01:30:01 AM",0.52
"01:40:01","AM",0.45,0.03,0,"2018-11-26 01:40:01 AM",0.48
"01:50:01","AM",0.73,0.04,0,"2018-11-26 01:50:01 AM",0.77
"02:00:01","AM",0.77,0.05,0,"2018-11-26 02:00:01 AM",0.82
"02:10:01","AM",0.66,0.04,0,"2018-11-26 02:10:01 AM",0.7
"02:20:01","AM",0.42,0.03,0,"2018-11-26 02:20:01 AM",0.45
"02:30:01","AM",0.56,0.04,0,"2018-11-26 02:30:01 AM",0.6
"02:40:01","AM",0.63,0.04,0,"2018-11-26 02:40:01 AM",0.67
"02:50:01","AM",0.59,0.04,0,"2018-11-26 02:50:01 AM",0.63
"03:00:01","AM",0.59,0.04,0,"2018-11-26 03:00:01 AM",0.63
"03:10:01","AM",0.57,0.04,0,"2018-11-26 03:10:01 AM",0.61
"03:20:01","AM",0.42,0.03,0,"2018-11-26 03:20:01 AM",0.45
"03:30:01","AM",0.82,0.05,0,"2018-11-26 03:30:01 AM",0.87
"03:40:01","AM",0.62,0.04,0,"2018-11-26 03:40:01 AM",0.66
"03:50:01","AM",0.64,0.04,0,"2018-11-26 03:50:01 AM",0.68
"04:00:01","AM",0.63,0.04,0,"2018-11-26 04:00:01 AM",0.67
"04:10:01","AM",0.43,0.03,0,"2018-11-26 04:10:01 AM",0.46
"04:20:01","AM",0.66,0.04,0,"2018-11-26 04:20:01 AM",0.7
"04:30:01","AM",0.54,0.04,0.01,"2018-11-26 04:30:01 AM",0.59
"04:40:01","AM",0.63,0.04,0.01,"2018-11-26 04:40:01 AM",0.68
"04:50:01","AM",0.74,0.05,0,"2018-11-26 04:50:01 AM",0.79
"05:00:01","AM",0.59,0.04,0,"2018-11-26 05:00:01 AM",0.63
"05:10:01","AM",0.43,0.03,0,"2018-11-26 05:10:01 AM",0.46
"05:20:01","AM",0.66,0.04,0,"2018-11-26 05:20:01 AM",0.7
"05:30:01","AM",0.43,0.03,0,"2018-11-26 05:30:01 AM",0.46
"05:40:01","AM",0.62,0.04,0,"2018-11-26 05:40:01 AM",0.66
"05:50:01","AM",0.59,0.04,0,"2018-11-26 05:50:01 AM",0.63
"06:00:01","AM",0.51,0.03,0,"2018-11-26 06:00:01 AM",0.54
"06:10:01","AM",0.62,0.04,0,"2018-11-26 06:10:01 AM",0.66
"06:20:01","AM",0.63,0.04,0,"2018-11-26 06:20:01 AM",0.67
"06:30:01","AM",0.59,0.04,0,"2018-11-26 06:30:01 AM",0.63
"06:40:01","AM",0.73,0.05,0,"2018-11-26 06:40:01 AM",0.78
"06:50:01","AM",0.6,0.04,0,"2018-11-26 06:50:01 AM",0.64
"07:00:01","AM",0.63,0.04,0,"2018-11-26 07:00:01 AM",0.67
"07:10:01","AM",0.91,0.07,0,"2018-11-26 07:10:01 AM",0.98
"07:20:01","AM",0.7,0.05,0,"2018-11-26 07:20:01 AM",0.75
"07:30:01","AM",0.59,0.05,0,"2018-11-26 07:30:01 AM",0.64
"07:40:01","AM",0.83,0.07,0,"2018-11-26 07:40:01 AM",0.9
"07:50:01","AM",0.74,0.06,0,"2018-11-26 07:50:01 AM",0.8
"08:00:01","AM",0.79,0.06,0.01,"2018-11-26 08:00:01 AM",0.86
"08:10:01","AM",1.03,0.09,0.01,"2018-11-26 08:10:01 AM",1.13
"08:20:01","AM",1.09,0.09,0.01,"2018-11-26 08:20:01 AM",1.19
"08:30:01","AM",1.29,0.1,0.01,"2018-11-26 08:30:01 AM",1.4
"08:40:01","AM",1.29,0.11,0.01,"2018-11-26 08:40:01 AM",1.41
"08:50:01","AM",1.32,0.12,0.01,"2018-11-26 08:50:01 AM",1.45
"09:00:01","AM",1.7,0.14,0.01,"2018-11-26 09:00:01 AM",1.85
"09:10:01","AM",1.67,0.14,0.01,"2018-11-26 09:10:01 AM",1.82
"09:20:01","AM",1.42,0.12,0.01,"2018-11-26 09:20:01 AM",1.55
"09:30:01","AM",1.64,0.13,0.03,"2018-11-26 09:30:01 AM",1.8
"09:40:01","AM",1.69,0.15,0.03,"2018-11-26 09:40:01 AM",1.87
"09:50:01","AM",1.8,0.15,0.02,"2018-11-26 09:50:01 AM",1.97
"10:00:01","AM",1.65,0.15,0.03,"2018-11-26 10:00:01 AM",1.83
"10:10:01","AM",1.74,0.16,0.03,"2018-11-26 10:10:01 AM",1.93
"10:20:01","AM",1.75,0.16,0.02,"2018-11-26 10:20:01 AM",1.93
"10:30:01","AM",1.8,0.16,0.03,"2018-11-26 10:30:01 AM",1.99
"10:40:01","AM",1.94,0.15,0.02,"2018-11-26 10:40:01 AM",2.11
"10:50:02","AM",1.82,0.15,0.03,"2018-11-26 10:50:02 AM",2
"11:00:01","AM",1.79,0.15,0.03,"2018-11-26 11:00:01 AM",1.97
"11:10:01","AM",1.68,0.16,0.03,"2018-11-26 11:10:01 AM",1.87
"11:20:01","AM",1.65,0.16,0.03,"2018-11-26 11:20:01 AM",1.84
"11:30:01","AM",1.67,0.14,0.02,"2018-11-26 11:30:01 AM",1.83
"11:40:01","AM",1.52,0.14,0.02,"2018-11-26 11:40:01 AM",1.68
"11:50:01","AM",1.55,0.13,0.02,"2018-11-26 11:50:01 AM",1.7
"12:00:01","PM",1.16,0.11,0.02,"2018-11-26 12:00:01 PM",1.29
"12:10:01","PM",1.34,0.12,0.01,"2018-11-26 12:10:01 PM",1.47
"12:20:01","PM",1.19,0.1,0.03,"2018-11-26 12:20:01 PM",1.32
"12:30:01","PM",1.2,0.1,0.02,"2018-11-26 12:30:01 PM",1.32
"12:40:01","PM",1.14,0.09,0.02,"2018-11-26 12:40:01 PM",1.25
"12:50:01","PM",1.16,0.09,0.01,"2018-11-26 12:50:01 PM",1.26
"01:00:01","PM",1.26,0.11,0.01,"2018-11-26 01:00:01 PM",1.38
"01:10:01","PM",1.4,0.12,0.01,"2018-11-26 01:10:01 PM",1.53
"01:20:01","PM",1.71,0.16,0.03,"2018-11-26 01:20:01 PM",1.9
"01:30:01","PM",1.6,0.14,0.02,"2018-11-26 01:30:01 PM",1.76
"01:40:01","PM",1.84,0.14,0.02,"2018-11-26 01:40:01 PM",2
"01:50:01","PM",1.76,0.15,0.02,"2018-11-26 01:50:01 PM",1.93
"02:00:01","PM",1.46,0.12,0.03,"2018-11-26 02:00:01 PM",1.61
"02:10:01","PM",1.69,0.15,0.03,"2018-11-26 02:10:01 PM",1.87
"02:20:01","PM",1.6,0.14,0.02,"2018-11-26 02:20:01 PM",1.76
"02:30:01","PM",1.53,0.14,0.02,"2018-11-26 02:30:01 PM",1.69
"02:40:01","PM",1.88,0.17,0.04,"2018-11-26 02:40:01 PM",2.09
"02:50:01","PM",1.83,0.16,0.02,"2018-11-26 02:50:01 PM",2.01
"03:00:01","PM",1.87,0.16,0.03,"2018-11-26 03:00:01 PM",2.06
"03:10:01","PM",1.7,0.16,0.04,"2018-11-26 03:10:01 PM",1.9
"03:20:01","PM",1.76,0.14,0.04,"2018-11-26 03:20:01 PM",1.94
"03:30:01","PM",1.62,0.14,0.03,"2018-11-26 03:30:01 PM",1.79
"03:40:01","PM",1.95,0.18,0.05,"2018-11-26 03:40:01 PM",2.18
"03:50:01","PM",1.7,0.16,0.05,"2018-11-26 03:50:01 PM",1.91
"04:00:02","PM",1.68,0.15,0.05,"2018-11-26 04:00:02 PM",1.88
"04:10:01","PM",1.6,0.14,0.04,"2018-11-26 04:10:01 PM",1.78
"04:20:01","PM",1.55,0.13,0.04,"2018-11-26 04:20:01 PM",1.72
"04:30:01","PM",1.58,0.13,0.02,"2018-11-26 04:30:01 PM",1.73
"04:40:01","PM",1.52,0.14,0.03,"2018-11-26 04:40:01 PM",1.69
"04:50:01","PM",1.48,0.13,0.03,"2018-11-26 04:50:01 PM",1.64
"05:00:01","PM",1.12,0.1,0.02,"2018-11-26 05:00:01 PM",1.24
