"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.8,0.06,0,"2018-11-28 12:10:01 AM",0.86
"12:20:01","AM",0.67,0.05,0,"2018-11-28 12:20:01 AM",0.72
"12:30:01","AM",0.67,0.05,0,"2018-11-28 12:30:01 AM",0.72
"12:40:01","AM",0.7,0.05,0,"2018-11-28 12:40:01 AM",0.75
"12:50:01","AM",0.57,0.04,0,"2018-11-28 12:50:01 AM",0.61
"01:00:01","AM",0.55,0.04,0,"2018-11-28 01:00:01 AM",0.59
"01:10:01","AM",0.44,0.03,0,"2018-11-28 01:10:01 AM",0.47
"01:20:01","AM",0.54,0.04,0,"2018-11-28 01:20:01 AM",0.58
"01:30:01","AM",0.77,0.05,0,"2018-11-28 01:30:01 AM",0.82
"01:40:01","AM",0.43,0.04,0,"2018-11-28 01:40:01 AM",0.47
"01:50:01","AM",0.47,0.04,0,"2018-11-28 01:50:01 AM",0.51
"02:00:01","AM",0.56,0.04,0,"2018-11-28 02:00:01 AM",0.6
"02:10:01","AM",0.54,0.04,0,"2018-11-28 02:10:01 AM",0.58
"02:20:01","AM",0.63,0.05,0,"2018-11-28 02:20:01 AM",0.68
"02:30:01","AM",0.41,0.03,0,"2018-11-28 02:30:01 AM",0.44
"02:40:01","AM",0.47,0.04,0,"2018-11-28 02:40:01 AM",0.51
"02:50:01","AM",0.62,0.05,0,"2018-11-28 02:50:01 AM",0.67
"03:00:01","AM",0.54,0.04,0,"2018-11-28 03:00:01 AM",0.58
"03:10:01","AM",0.4,0.03,0,"2018-11-28 03:10:01 AM",0.43
"03:20:01","AM",0.64,0.05,0,"2018-11-28 03:20:01 AM",0.69
"03:30:01","AM",0.6,0.05,0,"2018-11-28 03:30:01 AM",0.65
"03:40:01","AM",0.54,0.06,0.09,"2018-11-28 03:40:01 AM",0.69
"03:50:01","AM",0.61,0.05,0,"2018-11-28 03:50:01 AM",0.66
"04:00:01","AM",0.66,0.05,0,"2018-11-28 04:00:01 AM",0.71
"04:10:01","AM",0.44,0.03,0,"2018-11-28 04:10:01 AM",0.47
"04:20:01","AM",0.45,0.04,0,"2018-11-28 04:20:01 AM",0.49
"04:30:01","AM",0.54,0.04,0,"2018-11-28 04:30:01 AM",0.58
"04:40:01","AM",0.48,0.04,0,"2018-11-28 04:40:01 AM",0.52
"04:50:01","AM",0.69,0.06,0.01,"2018-11-28 04:50:01 AM",0.76
"05:00:01","AM",0.51,0.04,0,"2018-11-28 05:00:01 AM",0.55
"05:10:01","AM",0.54,0.04,0,"2018-11-28 05:10:01 AM",0.58
"05:20:01","AM",0.54,0.04,0,"2018-11-28 05:20:01 AM",0.58
"05:30:01","AM",0.55,0.04,0,"2018-11-28 05:30:01 AM",0.59
"05:40:01","AM",0.61,0.05,0,"2018-11-28 05:40:01 AM",0.66
"05:50:01","AM",0.45,0.04,0,"2018-11-28 05:50:01 AM",0.49
"06:00:01","AM",0.56,0.04,0,"2018-11-28 06:00:01 AM",0.6
"06:10:01","AM",0.69,0.06,0,"2018-11-28 06:10:01 AM",0.75
"06:20:01","AM",0.55,0.04,0,"2018-11-28 06:20:01 AM",0.59
