"time","ampm","usr","sys","iowait","timestamp","total"
"12:10:01","AM",0.5,0.04,0,"2018-11-30 12:10:01 AM",0.54
"12:20:01","AM",0.59,0.05,0,"2018-11-30 12:20:01 AM",0.64
"12:30:01","AM",0.65,0.05,0,"2018-11-30 12:30:01 AM",0.7
"12:40:01","AM",0.56,0.04,0,"2018-11-30 12:40:01 AM",0.6
"12:50:01","AM",0.49,0.04,0,"2018-11-30 12:50:01 AM",0.53
"01:00:01","AM",0.39,0.03,0,"2018-11-30 01:00:01 AM",0.42
"01:10:01","AM",0.45,0.04,0,"2018-11-30 01:10:01 AM",0.49
"01:20:01","AM",0.52,0.04,0,"2018-11-30 01:20:01 AM",0.56
"01:30:01","AM",0.76,0.06,0,"2018-11-30 01:30:01 AM",0.82
"01:40:01","AM",0.5,0.04,0,"2018-11-30 01:40:01 AM",0.54
"01:50:01","AM",0.55,0.04,0,"2018-11-30 01:50:01 AM",0.59
"02:00:01","AM",0.51,0.04,0,"2018-11-30 02:00:01 AM",0.55
"02:10:01","AM",0.41,0.03,0,"2018-11-30 02:10:01 AM",0.44
"02:20:01","AM",0.45,0.04,0,"2018-11-30 02:20:01 AM",0.49
"02:30:01","AM",0.49,0.04,0,"2018-11-30 02:30:01 AM",0.53
"02:40:02","AM",0.46,0.04,0,"2018-11-30 02:40:02 AM",0.5
"02:50:01","AM",0.54,0.04,0,"2018-11-30 02:50:01 AM",0.58
"03:00:01","AM",0.55,0.04,0,"2018-11-30 03:00:01 AM",0.59
"03:10:01","AM",0.53,0.04,0,"2018-11-30 03:10:01 AM",0.57
"03:20:01","AM",0.43,0.03,0,"2018-11-30 03:20:01 AM",0.46
"03:30:01","AM",0.69,0.06,0,"2018-11-30 03:30:01 AM",0.75
"03:40:01","AM",0.52,0.04,0,"2018-11-30 03:40:01 AM",0.56
"03:50:01","AM",0.49,0.04,0,"2018-11-30 03:50:01 AM",0.53
"04:00:01","AM",0.49,0.04,0,"2018-11-30 04:00:01 AM",0.53
"04:10:01","AM",0.49,0.04,0,"2018-11-30 04:10:01 AM",0.53
"04:20:01","AM",0.61,0.04,0,"2018-11-30 04:20:01 AM",0.65
"04:30:01","AM",0.57,0.04,0,"2018-11-30 04:30:01 AM",0.61
"04:40:01","AM",0.39,0.03,0,"2018-11-30 04:40:01 AM",0.42
"04:50:01","AM",0.74,0.05,0,"2018-11-30 04:50:01 AM",0.79
"05:00:01","AM",0.6,0.04,0,"2018-11-30 05:00:01 AM",0.64
"05:10:01","AM",0.64,0.05,0,"2018-11-30 05:10:01 AM",0.69
"05:20:01","AM",0.72,0.05,0,"2018-11-30 05:20:01 AM",0.77
"05:30:01","AM",0.51,0.03,0,"2018-11-30 05:30:01 AM",0.54
"05:40:01","AM",0.63,0.05,0,"2018-11-30 05:40:01 AM",0.68
"05:50:01","AM",0.46,0.04,0,"2018-11-30 05:50:01 AM",0.5
"06:00:01","AM",0.58,0.04,0,"2018-11-30 06:00:01 AM",0.62
"06:10:01","AM",0.54,0.04,0,"2018-11-30 06:10:01 AM",0.58
"06:20:01","AM",0.58,0.04,0,"2018-11-30 06:20:01 AM",0.62
"06:30:01","AM",0.54,0.04,0,"2018-11-30 06:30:01 AM",0.58
"06:40:01","AM",0.63,0.05,0,"2018-11-30 06:40:01 AM",0.68
"06:50:01","AM",0.52,0.04,0,"2018-11-30 06:50:01 AM",0.56
"07:00:01","AM",0.58,0.04,0,"2018-11-30 07:00:01 AM",0.62
"07:10:01","AM",0.53,0.04,0,"2018-11-30 07:10:01 AM",0.57
"07:20:01","AM",0.55,0.04,0,"2018-11-30 07:20:01 AM",0.59
"07:30:01","AM",0.45,0.04,0,"2018-11-30 07:30:01 AM",0.49
"07:40:01","AM",0.65,0.05,0,"2018-11-30 07:40:01 AM",0.7
"07:50:01","AM",0.55,0.04,0,"2018-11-30 07:50:01 AM",0.59
"08:00:01","AM",0.68,0.05,0,"2018-11-30 08:00:01 AM",0.73
"08:10:01","AM",0.66,0.05,0,"2018-11-30 08:10:01 AM",0.71
"08:20:01","AM",0.59,0.05,0,"2018-11-30 08:20:01 AM",0.64
"08:30:01","AM",0.66,0.05,0,"2018-11-30 08:30:01 AM",0.71
"08:40:02","AM",0.79,0.06,0.01,"2018-11-30 08:40:02 AM",0.86
"08:50:01","AM",0.57,0.04,0,"2018-11-30 08:50:01 AM",0.61
"09:00:01","AM",0.63,0.04,0,"2018-11-30 09:00:01 AM",0.67
"09:10:01","AM",0.74,0.06,0.01,"2018-11-30 09:10:01 AM",0.81
"09:20:01","AM",0.69,0.06,0,"2018-11-30 09:20:01 AM",0.75
